claim_id,study_id,stat_test,bf_family,design,bf_sidedness,bf_direction,observed_sign,direction_matches_observed,prior_label,rscale,t_for_bf,df_for_bf,r_value,n1,n2,n_total,p_value,bf10,bf_error,log_bf10,log10_bf10,prior_family,model_null,model_alt,method
study_55_claim_01,study_55,welch_anova,heteroscedastic_gaussian_anova,wave2,two_sided,NA,NA,NA,wide,0.7071067811865476,NA,NA,NA,NA,NA,154,1.0526584661919701e-14,2558574251566.828,7.945021410994659e-4,28.570471286293532,12.40799802501258,welch_anova_normal,outcome_z ~ 0 + Intercept; sigma ~ 0 + condition,outcome_z ~ 0 + Intercept + contrast_1 + contrast_2 + contrast_3; sigma ~ 0 + condition,heteroscedastic_gaussian_anova_bridge_sampling
study_60_claim_01,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,narrow,0.25,NA,NA,NA,163,163,326,0.02364995293670567,2.2371006623667253,0.01610314265653696,0.8051806803184303,0.34968552639740047,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_60_claim_01,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,primary,0.5,NA,NA,NA,163,163,326,0.02364995293670567,1.2754950749905225,0.05210233836338054,0.24333439735395415,0.10567878602807554,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_60_claim_01,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,wide,0.707,NA,NA,NA,163,163,326,0.02364995293670567,1.0091720553078647,0.02328429553184237,0.00913024745674745,0.00396521608887661,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_60_claim_02,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,narrow,0.25,NA,NA,NA,163,163,326,2.2266005311121752e-10,33249085.195345003,0.01634802917092449,17.319537811765695,7.5217797007645615,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_60_claim_02,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,primary,0.5,NA,NA,NA,163,163,326,2.2266005311121752e-10,40092915.15703755,0.04998913496083573,17.506710197291536,7.603067634963103,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_60_claim_02,study_60,factorial_between_anova,anova_cauchy,wave2,two_sided,NA,NA,NA,wide,0.707,NA,NA,NA,163,163,326,2.2266005311121752e-10,39595782.32306423,0.01808753523360998,17.49423316355911,7.597648928062589,anova_cauchy,outcome ~ B + A:B,outcome ~ A + B + A:B,bayesfactor_model_comparison
study_03_claim_01,study_03,manova,generalized_fractional,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,170,0.09731048243233506,0.01726754963642155,NA,-4.058926282447782,-1.7627692869191516,fractional,syllabus-by-instructor interaction block = 0,at least one interaction coefficient != 0,BFpack_generalized_fractional
study_03_claim_02,study_03,manova,generalized_fractional,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,170,0.5076886452135867,0.00239366433032174,NA,-6.034929894575288,-2.620936751887021,fractional,all syllabus-snapshot coefficients = 0,at least one syllabus-snapshot coefficient != 0,BFpack_generalized_fractional
study_18_claim_01,study_18,manova,generalized_fractional,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,296,5.348010931422366e-77,695585684825528e79,NA,216.07999766511975,93.84235063562905,fractional,all subject-group coefficients = 0,at least one subject-group coefficient != 0,BFpack_generalized_fractional
study_20_claim_01,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,153,0.0209958858209693,1.6091849236047984,NA,0.4757277921736437,0.20660595502903045,fractional,Test_H1a = 0,Test_H1a > 0,bain_aafbf_standardized_lavaan_contrast
study_20_claim_01,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,sensitivity_b2,NA,NA,NA,NA,NA,NA,153,0.0209958858209693,2.275731143328219,NA,0.8223013824536165,0.3571209528610211,fractional,Test_H1a = 0,Test_H1a > 0,bain_aafbf_standardized_lavaan_contrast
study_20_claim_01,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,sensitivity_b3,NA,NA,NA,NA,NA,NA,153,0.0209958858209693,2.787190046457354,NA,1.0250339365076986,0.4451665823888617,fractional,Test_H1a = 0,Test_H1a > 0,bain_aafbf_standardized_lavaan_contrast
study_20_claim_02,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,153,0.35982073197228404,0.1104117245985909,NA,-2.203538949703884,-0.956984806515284,fractional,Test_H1c = 0,Test_H1c > 0,bain_aafbf_standardized_lavaan_contrast
study_20_claim_02,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,sensitivity_b2,NA,NA,NA,NA,NA,NA,153,0.35982073197228404,0.15614575837233036,NA,-1.856965359423911,-0.8064698086832933,fractional,Test_H1c = 0,Test_H1c > 0,bain_aafbf_standardized_lavaan_contrast
study_20_claim_02,study_20,sem_contrast,adjusted_fractional_order_restricted,wave3,two_sided,NA,NA,NA,sensitivity_b3,NA,NA,NA,NA,NA,NA,153,0.35982073197228404,0.19123871675606183,NA,-1.6542328053698292,-0.7184241791554529,fractional,Test_H1c = 0,Test_H1c > 0,bain_aafbf_standardized_lavaan_contrast
study_26_claim_01,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,narrow,NA,NA,NA,NA,NA,NA,50,7.514318919004386e-10,3867961555.0348086,NA,22.075993475251977,9.587482148834123,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_26_claim_01,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,50,7.514318919004386e-10,20447371885.48301,NA,23.74112019701926,10.310637495767308,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_26_claim_01,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,wide,NA,NA,NA,NA,NA,NA,50,7.514318919004386e-10,1524132768.4854884,NA,21.144691408845073,9.183022800408512,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_26_claim_02,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,narrow,NA,NA,NA,NA,NA,NA,50,9.009311485633347e-10,3552523.971369677,NA,15.083168886677193,6.550537017098719,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_26_claim_02,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,50,9.009311485633347e-10,24639227.563433435,NA,17.019850347251577,7.391627088630504,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_26_claim_02,study_26,wilcoxon_signed_rank,rank_latent_normal,wave3,two_sided,NA,NA,NA,wide,NA,NA,NA,NA,NA,NA,50,9.009311485633347e-10,2500410.179772451,NA,14.731965348289084,6.398011258351867,cauchy,delta = 0,delta != 0,latent_normal_signed_rank_gibbs
study_39_claim_01,study_39,spearman_correlation,rank_latent_normal,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,31,0.00785525563692106,17.490275218700592,NA,2.861645024681467,1.242796643385056,stretched_beta,latent rho = 0,latent rho != 0,latent_normal_spearman_gibbs
study_39_claim_02,study_39,spearman_correlation,rank_latent_normal,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,30,0.03141382760977439,3.3666435720449233,NA,1.213916275366939,0.52719713988441,stretched_beta,latent rho = 0,latent rho != 0,latent_normal_spearman_gibbs
study_40_claim_01,study_40,chi_square_difference,sem_marginal_likelihood,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,180,190,370,0.00577128301535579,1.53656840151644,NA,0.4295516193433288,0.18655189797341384,blavaan_default,Model 8: loadings constrained equal across groups,Model 7: group-specific post-intervention loadings,blavaan_bgrowth_blavCompare
study_44_claim_01,study_44,manova,generalized_fractional,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,106,107,213,1.7157316959997989e-13,2692131025.8733244,NA,21.713598919859933,9.430096193155578,fractional,all rating-magnitude coefficients = 0,at least one rating-magnitude coefficient != 0,BFpack_generalized_fractional
study_44_claim_02,study_44,manova,generalized_fractional,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,109,104,213,0.713933591700381,3.1280097468901913e-6,NA,-12.675113619272576,-5.504731902346834,fractional,all quizzing-comment coefficients = 0,at least one quizzing-comment coefficient != 0,BFpack_generalized_fractional
study_45_claim_01,study_45,friedman_test,rank_latent_normal_rm,wave3,two_sided,NA,NA,NA,primary,NA,NA,NA,NA,NA,NA,546,3.8950536093264133e-286,17006838009191274e214,NA,530.1256017946523,230.2306235750581,adjusted_fractional,equal dimension means (Friedman exchangeability),at least one dimension mean differs,latent_normal_friedman_gibbs_afbf
